what,kind,bundleId,bundleVersion,description,time
error,log,,,"Core exception while retrieving the content description",1415254657533
error,log,,,"Core exception while retrieving the content description",1415254657537
error,log,,,"Core exception while retrieving the content description",1415254657541
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1415254686742
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1415254715785
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415254735920
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415254736112
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415254736321
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415254736473
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415254736631
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415254736791
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415254736959
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415254737103
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415254737256
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415254737606
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1415254767011
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415254773205
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415254774783
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1415254776309
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1415254800116
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415254811639
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415254811797
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415254811941
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415254812134
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415254812303
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415254812497
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1415254814363
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415254817615
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1415254819785
error,log,,,"Core exception while retrieving the content description",1415254819853
error,log,,,"Core exception while retrieving the content description",1415254819857
error,log,,,"Core exception while retrieving the content description",1415254819865
error,log,,,"Core exception while retrieving the content description",1415254819868
error,log,,,"Core exception while retrieving the content description",1415254819872
error,log,,,"Core exception while retrieving the content description",1415254819880
error,log,,,"Core exception while retrieving the content description",1415254819884
error,log,,,"Core exception while retrieving the content description",1415254819891
error,log,,,"Core exception while retrieving the content description",1415254819895
error,log,,,"Core exception while retrieving the content description",1415254819900
error,log,,,"Core exception while retrieving the content description",1415254819947
error,log,,,"Core exception while retrieving the content description",1415254819954
error,log,,,"Core exception while retrieving the content description",1415254819959
error,log,,,"Core exception while retrieving the content description",1415254819962
error,log,,,"Core exception while retrieving the content description",1415254819967
error,log,,,"Core exception while retrieving the content description",1415254820016
error,log,,,"Core exception while retrieving the content description",1415254820027
error,log,,,"Core exception while retrieving the content description",1415254820033
error,log,,,"Core exception while retrieving the content description",1415254820038
error,log,,,"Core exception while retrieving the content description",1415254820048
error,log,,,"Core exception while retrieving the content description",1415254820072
error,log,,,"Core exception while retrieving the content description",1415254820076
error,log,,,"Core exception while retrieving the content description",1415254820081
error,log,,,"Core exception while retrieving the content description",1415254820086
error,log,,,"Core exception while retrieving the content description",1415254820090
error,log,,,"Core exception while retrieving the content description",1415254820096
error,log,,,"Core exception while retrieving the content description",1415254820120
error,log,,,"Core exception while retrieving the content description",1415254820127
error,log,,,"Core exception while retrieving the content description",1415254820131
error,log,,,"Core exception while retrieving the content description",1415254820135
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1415254822592
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415254835996
error,log,,,"Core exception while retrieving the content description",1415254838061
error,log,,,"Core exception while retrieving the content description",1415254838066
error,log,,,"Core exception while retrieving the content description",1415254838077
error,log,,,"Core exception while retrieving the content description",1415254838081
error,log,,,"Core exception while retrieving the content description",1415254838093
error,log,,,"Core exception while retrieving the content description",1415254838105
error,log,,,"Core exception while retrieving the content description",1415254838114
error,log,,,"Core exception while retrieving the content description",1415254838149
error,log,,,"Core exception while retrieving the content description",1415254838154
error,log,,,"Core exception while retrieving the content description",1415254838163
error,log,,,"Core exception while retrieving the content description",1415254838217
error,log,,,"Core exception while retrieving the content description",1415254838224
error,log,,,"Core exception while retrieving the content description",1415254838233
error,log,,,"Core exception while retrieving the content description",1415254838240
error,log,,,"Core exception while retrieving the content description",1415254838250
error,log,,,"Core exception while retrieving the content description",1415254838287
error,log,,,"Core exception while retrieving the content description",1415254838291
error,log,,,"Core exception while retrieving the content description",1415254838296
error,log,,,"Core exception while retrieving the content description",1415254838300
error,log,,,"Core exception while retrieving the content description",1415254838304
error,log,,,"Core exception while retrieving the content description",1415254838320
error,log,,,"Core exception while retrieving the content description",1415254838324
error,log,,,"Core exception while retrieving the content description",1415254838329
error,log,,,"Core exception while retrieving the content description",1415254838333
error,log,,,"Core exception while retrieving the content description",1415254838337
error,log,,,"Core exception while retrieving the content description",1415254838342
error,log,,,"Core exception while retrieving the content description",1415254838346
error,log,,,"Core exception while retrieving the content description",1415254838352
error,log,,,"Core exception while retrieving the content description",1415254838356
error,log,,,"Core exception while retrieving the content description",1415254838360
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1415254839600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415254842167
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415254843109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415254843185
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415254844168
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1415254844185
error,log,,,"Core exception while retrieving the content description",1415254844726
error,log,,,"Core exception while retrieving the content description",1415254844730
error,log,,,"Core exception while retrieving the content description",1415254844757
error,log,,,"Core exception while retrieving the content description",1415254844762
error,log,,,"Core exception while retrieving the content description",1415254844766
error,log,,,"Core exception while retrieving the content description",1415254844773
error,log,,,"Core exception while retrieving the content description",1415254844777
error,log,,,"Core exception while retrieving the content description",1415254844783
error,log,,,"Core exception while retrieving the content description",1415254844787
error,log,,,"Core exception while retrieving the content description",1415254844794
error,log,,,"Core exception while retrieving the content description",1415254844826
error,log,,,"Core exception while retrieving the content description",1415254844830
error,log,,,"Core exception while retrieving the content description",1415254844835
error,log,,,"Core exception while retrieving the content description",1415254844862
error,log,,,"Core exception while retrieving the content description",1415254844866
error,log,,,"Core exception while retrieving the content description",1415254844910
error,log,,,"Core exception while retrieving the content description",1415254844914
error,log,,,"Core exception while retrieving the content description",1415254844920
error,log,,,"Core exception while retrieving the content description",1415254844925
error,log,,,"Core exception while retrieving the content description",1415254844929
error,log,,,"Core exception while retrieving the content description",1415254844947
error,log,,,"Core exception while retrieving the content description",1415254844951
error,log,,,"Core exception while retrieving the content description",1415254844959
error,log,,,"Core exception while retrieving the content description",1415254844963
error,log,,,"Core exception while retrieving the content description",1415254844967
error,log,,,"Core exception while retrieving the content description",1415254844973
error,log,,,"Core exception while retrieving the content description",1415254844977
error,log,,,"Core exception while retrieving the content description",1415254844982
error,log,,,"Core exception while retrieving the content description",1415254844986
error,log,,,"Core exception while retrieving the content description",1415254844989
error,log,,,"Core exception while retrieving the content description",1415254847027
error,log,,,"Core exception while retrieving the content description",1415254847030
error,log,,,"Core exception while retrieving the content description",1415254847037
error,log,,,"Core exception while retrieving the content description",1415254847041
error,log,,,"Core exception while retrieving the content description",1415254847045
error,log,,,"Core exception while retrieving the content description",1415254847052
error,log,,,"Core exception while retrieving the content description",1415254847056
error,log,,,"Core exception while retrieving the content description",1415254847063
error,log,,,"Core exception while retrieving the content description",1415254847066
error,log,,,"Core exception while retrieving the content description",1415254847073
error,log,,,"Core exception while retrieving the content description",1415254847107
error,log,,,"Core exception while retrieving the content description",1415254847111
error,log,,,"Core exception while retrieving the content description",1415254847115
error,log,,,"Core exception while retrieving the content description",1415254847119
