what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415099561894
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415099562946
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415099568287
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1415099572010
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1415099573503
closed,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1415099573503
closed,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1415099573560
closed,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1415099573616
closed,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1415099573658
closed,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1415099573726
closed,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1415099573771
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1415099573805
closed,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1415099573892
closed,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1415099573945
closed,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1415099573977
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1415099576706
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1415099576790
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415099578553
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415099578583
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415099581559
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415099582543
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415099582612
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415099583314
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1415099583324
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1415099608186
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1415099608258
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415099611394
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415099669127
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1415099673252
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1415099673500
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1415099674095
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1415099674267
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1415099683503
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1415099685719
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415099701074
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415099701831
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415099709060
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415099716348
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415099717275
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415099725784
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1415099734037
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1415099736834
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415099738263
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415099739039
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415099749098
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415099778054
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1415099779589
opened,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1415099781943
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1415099782090
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1415099788920
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1415099792231
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1415099808732
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415099836990
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415099838088
error,log,,,"File not found: '/cpms/src/__2F_cpms_2F_WebContent_2F_WEB_2D_INF_2F_addroute_2E_jsp.java'",1415099838341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415099839877
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415099845554
