what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415251405852
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415251460235
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1415251461876
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1415251485468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415251522996
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415251525992
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1415251527692
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1415251566249
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1415251600814
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1415251606429
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415251608068
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415251608325
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415251608485
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415251608644
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415251608804
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415251608980
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415251609142
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415251609307
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415251609476
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415251609669
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415251610364
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415251614723
error,log,,,"Core exception while retrieving the content description",1415251616623
error,log,,,"Core exception while retrieving the content description",1415251616627
error,log,,,"Core exception while retrieving the content description",1415251616634
error,log,,,"Core exception while retrieving the content description",1415251616638
error,log,,,"Core exception while retrieving the content description",1415251616646
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1415251617320
error,log,,,"Core exception while retrieving the content description",1415251617409
error,log,,,"Core exception while retrieving the content description",1415251617415
error,log,,,"Core exception while retrieving the content description",1415251617424
error,log,,,"Core exception while retrieving the content description",1415251617428
error,log,,,"Core exception while retrieving the content description",1415251617432
error,log,,,"Core exception while retrieving the content description",1415251617461
error,log,,,"Core exception while retrieving the content description",1415251617466
error,log,,,"Core exception while retrieving the content description",1415251617474
error,log,,,"Core exception while retrieving the content description",1415251617478
error,log,,,"Core exception while retrieving the content description",1415251617502
error,log,,,"Core exception while retrieving the content description",1415251617580
error,log,,,"Core exception while retrieving the content description",1415251617585
error,log,,,"Core exception while retrieving the content description",1415251617589
error,log,,,"Core exception while retrieving the content description",1415251617594
error,log,,,"Core exception while retrieving the content description",1415251617598
error,log,,,"Core exception while retrieving the content description",1415251617603
error,log,,,"Core exception while retrieving the content description",1415251617607
error,log,,,"Core exception while retrieving the content description",1415251617612
error,log,,,"Core exception while retrieving the content description",1415251617617
error,log,,,"Core exception while retrieving the content description",1415251617621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415251619794
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415251620730
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415251620823
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415251622104
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1415251622117
error,log,,,"Core exception while retrieving the content description",1415251624113
error,log,,,"Core exception while retrieving the content description",1415251624118
error,log,,,"Core exception while retrieving the content description",1415251624126
error,log,,,"Core exception while retrieving the content description",1415251624139
error,log,,,"Core exception while retrieving the content description",1415251624144
error,log,,,"Core exception while retrieving the content description",1415251624151
error,log,,,"Core exception while retrieving the content description",1415251624155
error,log,,,"Core exception while retrieving the content description",1415251624162
error,log,,,"Core exception while retrieving the content description",1415251624167
error,log,,,"Core exception while retrieving the content description",1415251624170
error,log,,,"Core exception while retrieving the content description",1415251624294
error,log,,,"Core exception while retrieving the content description",1415251624297
error,log,,,"Core exception while retrieving the content description",1415251624302
error,log,,,"Core exception while retrieving the content description",1415251624307
error,log,,,"Core exception while retrieving the content description",1415251624312
error,log,,,"Core exception while retrieving the content description",1415251624337
error,log,,,"Core exception while retrieving the content description",1415251624341
